Organisation Name,Website URL,Logo URL,Short Description,Address,Postcode,Latitude,Longitude
Whitby Esk Energy Company,http://whitbyeskenergy.org.uk,https://communityenergyengland.org/files/img_cache/1943/340_260_1668615689_WhitbyEskEnergylogowithcomanyname.png?1668651785,"The Whitby Esk Energy – Ruswarp Hydro - a community-owned 50kW Archimedes screw hydroelectric turbine on the River Esk at Ruswarp, near Whitby, North Yorkshire.

The scheme is run by volunteers through Esk Energy (Yorkshire) Limited, a registered society.  Our main aim is to reduce the carbon footprint of the Esk Valley through generating renewable electricity.",,TS14 6AP,54.534524,-1.057146
Wickersley Community Centre Association,https://www.wickersleyparishcouncil.gov.uk/community-centre/,https://communityenergyengland.org/files/img_cache/1942/340_260_1668615655_WickerlseyCommunityCentreAssociation.jpg?1668651785,,"286 Bawtry Road, Wickersley, South Yorkshire",S66 1JJ,53.421635,-1.278147
Wight Community Energy,,https://communityenergyengland.org/files/img_cache/2065/340_260_1690810567_WightCommunityEnergy2023.png?1690836313,,,,,
Wilberfoss Kexby and Newton Playing Fields Association,https://www.facebook.com/WilberfossKexbyNewtonPFA/,https://communityenergyengland.org/files/img_cache/2829/340_260_1736866813_WilberfossPlayingFields.png?1736866815,"Wilberfoss, Kexby & Newton Playing Fields Association. The PFA are the custodians of the land in Wilberfoss used for recreational activities and The Pavilion.","52 The Paddock, Wilberfoss, York",YO41 5LZ,53.947906,-0.891603
Wilsford Community Land Trust Ltd,,https://communityenergyengland.org/files/img_cache/2268/340_260_1675870208_wilsford.jpg?1676058686,,,,,
Wiltshire Wildlife Community Energy,http://wwce.org,https://communityenergyengland.org/files/img_cache/2269/340_260_1675870285_wiltshirecommunity.jpg?1675909268,"Here at Wiltshire Wildlife Community Energy, we’re committed to reducing carbon emissions and helping wildlife to thrive across the county. By developing community-owned renewable energy projects with nature in mind we do just that.
Working with our partners at the Wiltshire Wildlife Trust, we’re able to promote biodiversity and deliver enormous benefits to local people by channelling profits into projects that share our vision for a cleaner, greener Wiltshire.",,TR16 5EZ,50.254942,-5.194667
Wivey Community Energy,https://wiveyenergy.wordpress.com/,,"This website is a celebration of clean energy and solar power in Wiveliscombe and a source of advice and information. The equivalent of about 59% of Wivey's domestic electricity is now generated from photovoltaic (PV) solar panels in the town. Although we generate more than most, our area is not alone in seeing increases in solar electricity panels since 2010, prompted both by the government's Feed-in Tariff and falling panel costs. But we are a small enough community to be able to record this growth. And many of us welcome it as another positive example of how we can create a green future, which cares for both people and our planet.",,TA4 2JT,51.042392,-3.312383
Wolverton Community Energy,http://www.wolvertoncommunityenergy.uk,https://communityenergyengland.org/files/img_cache/1941/340_260_1668615623_WolvertonCommunitEnergy.png?1668644690,"We’re on a mission to unite Milton Keynes residents, organisations, and institutions in a collective effort to increase clean energy generation and reduce demand, creating a greener, more sustainable future for our city.",,MK11 1BN,52.058469,-0.852945
Wrigleys Solicitors LLP,http://wrigleys.co.uk,https://communityenergyengland.org/files/img_cache/1940/340_260_1668615573_Wrigleys.png?1668644690,"As one of the leading specialist  law firms outside London, with offices in Leeds, Sheffield and Newcastle, Wrigleys has evolved into the modern era while upholding their traditions and beliefs.  Specialising in Agriculture & Rural Property; Charities & Social Economy; Education; Employment; Families, Individuals & Trustees; Injured, Disabled or Vulnerable People; Pensions; & Property.",,LS1 2HA,,
Yealm Community Energy,https://www.yealmenergy.co.uk/,https://communityenergyengland.org/files/img_cache/2054/340_260_1733833529_YealmCE2025.png?1733840517,"Founded in 2015, Yealm Community Energy (YCE) is a member-owned Community Benefit Society, which brings local solar farms into community ownership.

Yealm Community Energy was registered with the Financial Conduct Authority as a member-owned Community Benefit Society in July 2015. It was established to bring local renewable energy installations such as solar farms into community ownership.

Following surveys of potential sites in the local area with low environmental and visual impact, we identified three solar farms suitable to bring into community ownership. All sites are now fully operational, are in community ownership, and surpluses are being donated to fund local environmental projects, a huge benefit to the local parishes.",,PL8 2DS,50.350787,-4.039948
YnNi Teg cyf,https://www.ynniteg.cymru/,https://communityenergyengland.org/files/img_cache/2746/340_260_1727191069_YnNiTegcyf.png?1727229409,"Ynni Teg develops sustainable community energy initiatives to help realise our vision of a low-carbon, low-cost energy future for Wales.

'YnNi Teg is the pan-Wales developer of community-owned clean energy infrastructure in Wales, working with local organisations to enable communities to take greater control of our energy for a more resilient Wales.'",,CF10 5EP,51.464923,-3.167168
York Community Energy,http://yorkcommunityenergy.org.uk/,https://communityenergyengland.org/files/img_cache/1939/340_260_1668615396_YorkCE.png?1668644690,"York Community Energy grew out of York in Transition – a network of individuals and organisations who aimed to encourage community-led action to deal with the twin challenges of peak oil and climate change, part of the international Transition movement.

Our main goal is to build a cleaner, green energy system for York. By combining the development of projects to generate clean, renewable energy with a professional energy advice service to help the people of York to reduce their energy usage (and as a result, their energy bills), we hope to build a green future for energy in York, rooted in the communities of this city.","15 Priory Street, York",YO1 6ET,53.956023,-1.088463
Yorkshire North & East Methodist District,https://www.yorkshirenemethodist.org/our-work/net-zero/,https://communityenergyengland.org/files/img_cache/2053/340_260_1691681473_YorksNEMethodistLogo.png?1691681475,"In September 2020 we agreed to commit to becoming a Net Zero Carbon District by 2040, at the latest.",,YO26 5LR,53.954512,-1.1307
Younity,https://www.younity.coop/,https://communityenergyengland.org/files/img_cache/1915/340_260_1668589828_YounityPRimage_logo2.jpg?1668589835,"Founded by Octopus Energy and The Midcounties Co-operative, we're here to support the community energy movement in every way we can. 

We provide award-winning support to over a third of community energy groups across the UK, connecting them to the energy market through bespoke Power Purchase Agreements, skilled volunteers via our pioneering platform, and funding through our Powering Communities Fund and £1.5m Kickstart Loan.",,,,
